RECLOC,CREATION_DTZ,CABIN_CD,COS_CD,OPER_OD_ORIG_CD,OPER_OD_DEST_CD,DEP_KEY,DEP_DT,ORIG_CD,DEST_CD,FLT_NUM,DEP_DTML,ARR_DTML,DEP_DTMZ,ARR_DTMZ,OD_BROKEN_IND,PAX_CNT,CVM,CONN_TIME_MINS
10192,2027-10-12,Y,22,OLT,RBR,AZ20271021TPHRBR5443,2027-10-21,TPH,RBR,5443,2027-10-21 18:33,2027-10-21 19:23,2027-10-21 23:33,2027-10-22 1:23,0,1,2.607462822,119
10193,2027-10-12,Y,1,NWY,VUY,AZ20271020NWYTPH12866,2027-10-20,NWY,TPH,12866,2027-10-20 12:49,2027-10-20 16:30,2027-10-20 17:49,2027-10-20 21:30,0,1,2.933462857,
10193,2027-10-12,Y,19,VUY,NWY,AZ20271028TPHNWY7746,2027-10-28,TPH,NWY,7746,2027-10-29 3:55,2027-10-29 7:32,2027-10-29 8:55,2027-10-29 12:32,0,1,2.933462857,65
10193,2027-10-12,Y,1,NWY,VUY,AZ20271020TPHVUY109,2027-10-20,TPH,VUY,109,2027-10-20 18:21,2027-10-20 18:47,2027-10-20 23:21,2027-10-21 0:47,0,1,2.933462857,111
10193,2027-10-12,Y,19,VUY,NWY,AZ20271028VUYTPH4376,2027-10-28,VUY,TPH,4376,2027-10-29 0:26,2027-10-29 2:50,2027-10-29 6:26,2027-10-29 7:50,0,1,2.933462857,
10194,2027-09-14,Y,10,OSW,RIU,AZ20271009OSWTPH14001,2027-10-09,OSW,TPH,14001,2027-10-09 13:35,2027-10-09 16:19,2027-10-09 18:35,2027-10-09 21:19,0,1,1.725000024,
10194,2027-09-14,Y,11,RIU,OSW,AZ20271021RIUTPH10497,2027-10-21,RIU,TPH,10497,2027-10-21 9:58,2027-10-21 12:43,2027-10-21 13:58,2027-10-21 17:43,0,1,1.725000024,
10194,2027-09-14,Y,11,RIU,OSW,AZ20271021TPHOSW2173,2027-10-21,TPH,OSW,2173,2027-10-21 13:48,2027-10-21 16:28,2027-10-21 18:48,2027-10-21 21:28,0,1,1.725000024,65
10194,2027-09-14,Y,10,OSW,RIU,AZ20271009TPHRIU5463,2027-10-09,TPH,RIU,5463,2027-10-10 3:44,2027-10-10 8:09,2027-10-10 8:44,2027-10-10 12:09,0,1,1.725000024,685
10195,2027-08-31,Y,14,ECZ,TPH,AZ20271003ECZTPH10704,2027-10-03,ECZ,TPH,10704,2027-10-04 0:13,2027-10-04 1:43,2027-10-04 5:13,2027-10-04 6:43,0,1,0.16697,
10195,2027-08-31,Y,19,TPH,ECZ,AZ20271020TPHECZ8227,2027-10-20,TPH,ECZ,8227,2027-10-21 3:52,2027-10-21 5:09,2027-10-21 8:52,2027-10-21 10:09,0,1,0.16697,
10196,2027-07-02,Y,10,PJY,TPH,AZ20271011PJYTPH2165,2027-10-11,PJY,TPH,2165,2027-10-11 22:13,2027-10-11 23:40,2027-10-12 2:13,2027-10-12 4:40,0,3,3.657000005,
10196,2027-07-02,Y,16,TPH,PJY,AZ20271020TPHPJY16397,2027-10-20,TPH,PJY,16397,2027-10-20 17:56,2027-10-20 21:03,2027-10-20 22:56,2027-10-21 1:03,0,3,3.657000005,
10197,2027-10-04,C,2,CIA,RHP,AZ20271011CIATPH16338,2027-10-11,CIA,TPH,16338,2027-10-11 7:48,2027-10-11 12:58,2027-10-11 10:48,2027-10-11 17:58,0,1,8.86399806,
10197,2027-10-04,C,2,LIZ,CIA,AZ20271021LIZTPH14435,2027-10-21,LIZ,TPH,14435,2027-10-21 23:55,2027-10-22 1:42,2027-10-22 3:55,2027-10-22 6:42,0,1,8.86399806,
10197,2027-10-04,C,2,LIZ,CIA,AZ20271021TPHCIA10284,2027-10-21,TPH,CIA,10284,2027-10-22 4:51,2027-10-22 14:11,2027-10-22 9:51,2027-10-22 17:11,0,1,8.86399806,189
10197,2027-10-04,C,2,CIA,RHP,AZ20271011TPHRHP2755,2027-10-11,TPH,RHP,2755,2027-10-11 15:41,2027-10-11 19:11,2027-10-11 20:41,2027-10-12 0:11,0,1,8.86399806,163
10198,2027-10-08,C,25,QXG,ZFM,AZ20271022QXGTPH2732,2027-10-22,QXG,TPH,2732,2027-10-22 13:31,2027-10-22 16:56,2027-10-22 19:31,2027-10-22 21:56,0,1,7.289306293,
10198,2027-10-08,C,25,QXG,ZFM,AZ20271022TPHZFM15916,2027-10-22,TPH,ZFM,15916,2027-10-22 17:57,2027-10-23 2:32,2027-10-22 22:57,2027-10-23 5:32,0,1,7.289306293,61
10199,2027-10-04,Y,14,EYF,LIZ,AZ20271012EYFTPH3093,2027-10-12,EYF,TPH,3093,2027-10-12 11:03,2027-10-12 12:31,2027-10-12 16:03,2027-10-12 17:31,0,1,1.496890008,
10199,2027-10-04,Y,7,LIZ,EYF,AZ20271020LIZTPH18529,2027-10-20,LIZ,TPH,18529,2027-10-20 23:45,2027-10-21 1:32,2027-10-21 3:45,2027-10-21 6:32,0,1,1.496890008,
10199,2027-10-04,Y,7,LIZ,EYF,AZ20271020TPHEYF5897,2027-10-20,TPH,EYF,5897,2027-10-21 3:46,2027-10-21 5:07,2027-10-21 8:46,2027-10-21 10:07,0,1,1.496890008,134
10199,2027-10-04,Y,14,EYF,LIZ,AZ20271012TPHLIZ1248,2027-10-12,TPH,LIZ,1248,2027-10-12 13:45,2027-10-12 17:24,2027-10-12 18:45,2027-10-12 21:24,0,1,1.496890008,74
10200,2027-10-12,Y,11,NAD,ZFM,AZ20271021NADTPH19219,2027-10-21,NAD,TPH,19219,2027-10-21 18:34,2027-10-21 20:43,2027-10-21 23:34,2027-10-22 1:43,0,1,4.488552002,
10200,2027-10-12,Y,11,NAD,ZFM,AZ20271021TPHZFM10362,2027-10-21,TPH,ZFM,10362,2027-10-21 21:34,2027-10-22 6:09,2027-10-22 2:34,2027-10-22 9:09,0,1,4.488552002,51
10201,2027-07-16,Y,4,RHP,TPH,AZ20271021RHPTPH12951,2027-10-21,RHP,TPH,12951,2027-10-21 16:53,2027-10-21 20:21,2027-10-21 21:53,2027-10-22 1:21,0,1,3.381000012,
10201,2027-07-16,Y,4,TPH,RHP,AZ20270813TPHRHP6701,2027-08-13,TPH,RHP,6701,2027-08-13 13:52,2027-08-13 17:24,2027-08-13 18:52,2027-08-13 22:24,0,1,3.381000012,
10202,2027-07-09,Y,14,KHL,OSW,AZ20280105KHLTPH9777,2028-01-05,KHL,TPH,9777,2028-01-05 9:35,2028-01-05 14:24,2028-01-05 12:35,2028-01-05 19:24,0,1,5.651600707,
10202,2027-07-09,Y,21,OSW,KHL,AZ20271021OSWTPH11969,2027-10-21,OSW,TPH,11969,2027-10-21 11:30,2027-10-21 14:14,2027-10-21 16:30,2027-10-21 19:14,0,1,5.651600707,
10202,2027-07-09,Y,21,OSW,KHL,AZ20271021TPHKHL5917,2027-10-21,TPH,KHL,5917,2027-10-21 18:08,2027-10-22 3:14,2027-10-21 23:08,2027-10-22 6:14,0,1,5.651600707,234
10202,2027-07-09,Y,14,KHL,OSW,AZ20280105TPHOSW5582,2028-01-05,TPH,OSW,5582,2028-01-05 15:45,2028-01-05 19:25,2028-01-05 20:45,2028-01-05 23:25,0,1,5.651600707,81
10203,2027-05-07,Y,18,HIP,NMK,AZ20271022HIPTPH12956,2027-10-22,HIP,TPH,12956,2027-10-22 11:21,2027-10-22 12:48,2027-10-22 16:21,2027-10-22 17:48,0,1,3.942849988,
10203,2027-05-07,Y,10,NMK,EYF,AZ20271011NMKTPH16390,2027-10-11,NMK,TPH,16390,2027-10-11 13:49,2027-10-11 19:49,2027-10-11 18:49,2027-10-12 0:49,0,1,3.942849988,
10203,2027-05-07,Y,10,NMK,EYF,AZ20271011TPHEYF3917,2027-10-11,TPH,EYF,3917,2027-10-11 21:50,2027-10-11 23:11,2027-10-12 2:50,2027-10-12 4:11,0,1,3.942849988,121
10203,2027-05-07,Y,18,HIP,NMK,AZ20271022TPHNMK13145,2027-10-22,TPH,NMK,13145,2027-10-22 13:43,2027-10-22 19:16,2027-10-22 18:43,2027-10-23 0:16,0,1,3.942849988,55
10204,2027-10-12,Y,4,JDP,NAD,AZ20271021JDPTPH19671,2027-10-21,JDP,TPH,19671,2027-10-21 18:05,2027-10-21 20:46,2027-10-22 0:05,2027-10-22 1:46,0,1,4.130108959,
10204,2027-10-12,C,9,NAD,JDP,AZ20271017NADTPH19219,2027-10-17,NAD,TPH,19219,2027-10-17 18:34,2027-10-17 20:43,2027-10-17 23:34,2027-10-18 1:43,0,1,4.130108959,
10204,2027-10-12,C,9,NAD,JDP,AZ20271017TPHJDP11398,2027-10-17,TPH,JDP,11398,2027-10-18 3:41,2027-10-18 6:31,2027-10-18 8:41,2027-10-18 12:31,0,1,4.130108959,418
10204,2027-10-12,Y,4,JDP,NAD,AZ20271021TPHNAD5528,2027-10-21,TPH,NAD,5528,2027-10-21 21:32,2027-10-21 23:49,2027-10-22 2:32,2027-10-22 4:49,0,1,4.130108959,46
10205,2027-09-21,Y,14,TPH,VUY,AZ20271027TPHVUY17637,2027-10-27,TPH,VUY,17637,2027-10-27 15:33,2027-10-27 15:59,2027-10-27 20:33,2027-10-27 21:59,0,2,2.25999999,
10205,2027-09-21,Y,19,VUY,TPH,AZ20271021VUYTPH18329,2027-10-21,VUY,TPH,18329,2027-10-21 17:16,2027-10-21 19:40,2027-10-21 23:16,2027-10-22 0:40,0,2,2.25999999,
10206,2027-07-23,Y,11,NWY,RBR,AZ20270911NWYTPH3857,2027-09-11,NWY,TPH,3857,2027-09-11 12:59,2027-09-11 16:37,2027-09-11 17:59,2027-09-11 21:37,0,1,3.226632892,
10206,2027-07-23,Y,24,RBR,NWY,AZ20271021QXGTPH5591,2027-10-21,QXG,TPH,5591,2027-10-21 23:18,2027-10-22 2:43,2027-10-22 5:18,2027-10-22 7:43,0,1,3.226632892,67
10206,2027-07-23,Y,24,RBR,NWY,AZ20271021RBRQXG5591,2027-10-21,RBR,QXG,5591,2027-10-21 20:51,2027-10-21 22:11,2027-10-22 2:51,2027-10-22 4:11,0,1,3.226632892,
10206,2027-07-23,Y,24,RBR,NWY,AZ20271021TPHNWY7746,2027-10-21,TPH,NWY,7746,2027-10-22 3:55,2027-10-22 7:32,2027-10-22 8:55,2027-10-22 12:32,0,1,3.226632892,72
10206,2027-07-23,Y,11,NWY,RBR,AZ20270911TPHRBR5443,2027-09-11,TPH,RBR,5443,2027-09-11 18:33,2027-09-11 19:18,2027-09-11 23:33,2027-09-12 1:18,0,1,3.226632892,116
10207,2027-06-28,Y,7,CHC,LIZ,AZ20271013CHCTPH2245,2027-10-13,CHC,TPH,2245,2027-10-13 8:07,2027-10-13 12:52,2027-10-13 11:07,2027-10-13 17:52,0,2,6.121488444,
10207,2027-06-28,Y,7,LIZ,CHC,AZ20271020LIZTPH18529,2027-10-20,LIZ,TPH,18529,2027-10-20 23:45,2027-10-21 1:32,2027-10-21 3:45,2027-10-21 6:32,0,2,6.121488444,
10207,2027-06-28,Y,7,LIZ,CHC,AZ20271020TPHCHC18415,2027-10-20,TPH,CHC,18415,2027-10-21 4:40,2027-10-21 13:40,2027-10-21 9:40,2027-10-21 16:40,0,2,6.121488444,188
10207,2027-06-28,Y,7,CHC,LIZ,AZ20271013TPHLIZ5613,2027-10-13,TPH,LIZ,5613,2027-10-13 13:59,2027-10-13 17:38,2027-10-13 18:59,2027-10-13 21:38,0,2,6.121488444,67
10208,2027-08-06,C,25,EYF,ZFM,AZ20270921EYFTPH7127,2027-09-21,EYF,TPH,7127,2027-09-21 18:51,2027-09-21 20:21,2027-09-21 23:51,2027-09-22 1:21,0,1,6.613227985,
10208,2027-08-06,C,25,ZFM,EYF,AZ20271022TPHEYF898,2027-10-22,TPH,EYF,898,2027-10-22 15:44,2027-10-22 17:05,2027-10-22 20:44,2027-10-22 22:05,0,1,6.613227985,79
10208,2027-08-06,Y,10,EYF,ZFM,AZ20270921TPHZFM10362,2027-09-21,TPH,ZFM,10362,2027-09-21 21:40,2027-09-22 6:10,2027-09-22 2:40,2027-09-22 9:10,0,1,6.613227985,79
10208,2027-08-06,C,25,ZFM,EYF,AZ20271022ZFMTPH273,2027-10-22,ZFM,TPH,273,2027-10-22 9:40,2027-10-22 14:25,2027-10-22 12:40,2027-10-22 19:25,0,1,6.613227985,
10209,2027-09-07,Y,11,EYF,NAD,AZ20271024EYFTPH8027,2027-10-24,EYF,TPH,8027,2027-10-24 15:41,2027-10-24 17:09,2027-10-24 20:41,2027-10-24 22:09,0,2,1.104000002,
10209,2027-09-07,Y,11,NAD,TPH,AZ20271018NADTPH3095,2027-10-18,NAD,TPH,3095,2027-10-18 14:35,2027-10-18 16:44,2027-10-18 19:35,2027-10-18 21:44,0,2,1.104000002,
10209,2027-09-07,Y,11,TPH,EYF,AZ20271021TPHEYF898,2027-10-21,TPH,EYF,898,2027-10-21 15:44,2027-10-21 17:05,2027-10-21 20:44,2027-10-21 22:05,0,2,1.104000002,
10209,2027-09-07,Y,11,EYF,NAD,AZ20271024TPHNAD18287,2027-10-24,TPH,NAD,18287,2027-10-24 17:47,2027-10-24 20:04,2027-10-24 22:47,2027-10-25 1:04,0,2,1.104000002,38
10210,2027-06-05,Y,4,OLT,TZJ,AZ20271020OLTTPH10853,2027-10-20,OLT,TPH,10853,2027-10-21 3:19,2027-10-21 12:43,2027-10-21 11:19,2027-10-21 17:43,0,1,1.295940012,
10210,2027-06-05,Y,4,TZJ,OLT,AZ20270919TPHOLT8798,2027-09-19,TPH,OLT,8798,2027-09-19 14:12,2027-09-19 18:22,2027-09-19 19:12,2027-09-20 2:22,0,1,1.295940012,73
10210,2027-06-05,Y,4,OLT,TZJ,AZ20271021TPHTZJ19978,2027-10-21,TPH,TZJ,19978,2027-10-21 14:09,2027-10-21 15:49,2027-10-21 19:09,2027-10-21 20:49,0,1,1.295940012,86
10210,2027-06-05,Y,4,TZJ,OLT,AZ20270919TZJTPH2996,2027-09-19,TZJ,TPH,2996,2027-09-19 11:01,2027-09-19 12:59,2027-09-19 16:01,2027-09-19 17:59,0,1,1.295940012,
10211,2027-09-14,Y,11,QXG,TPH,AZ20270924QXGTPH2972,2027-09-24,QXG,TPH,2972,2027-09-24 19:13,2027-09-24 22:53,2027-09-25 1:13,2027-09-25 3:53,0,1,9.78199988603592e-02,
10211,2027-09-14,Y,11,TPH,QXG,AZ20271021TPHQXG5430,2027-10-21,TPH,QXG,5430,2027-10-22 3:40,2027-10-22 5:08,2027-10-22 8:40,2027-10-22 11:08,0,1,9.78199988603592e-02,
10212,2027-07-05,Y,4,CEF,TPH,AZ20270722CEFTPH9629,2027-07-22,CEF,TPH,9629,2027-07-22 9:38,2027-07-22 11:31,2027-07-22 14:38,2027-07-22 16:31,0,1,7.114434122,
10212,2027-07-05,Y,4,TPH,CEF,AZ20271021TPHCEF8181,2027-10-21,TPH,CEF,8181,2027-10-21 15:46,2027-10-21 17:48,2027-10-21 20:46,2027-10-21 22:48,0,1,7.114434122,
10213,2027-08-06,Y,7,JDP,RZD,AZ20271020JDPTPH8350,2027-10-20,JDP,TPH,8350,2027-10-20 22:40,2027-10-21 1:23,2027-10-21 4:40,2027-10-21 6:23,0,1,2.459020019,
10213,2027-08-06,Y,12,RZD,JDP,AZ20271005RZDTPH6084,2027-10-05,RZD,TPH,6084,2027-10-05 8:12,2027-10-05 12:17,2027-10-05 11:12,2027-10-05 17:17,0,1,2.459020019,
10213,2027-08-06,Y,12,RZD,JDP,AZ20271005TPHJDP12048,2027-10-05,TPH,JDP,12048,2027-10-05 13:53,2027-10-05 16:48,2027-10-05 18:53,2027-10-05 22:48,0,1,2.459020019,96
10213,2027-08-06,Y,7,JDP,RZD,AZ20271020TPHRZD8719,2027-10-20,TPH,RZD,8719,2027-10-21 3:38,2027-10-21 11:49,2027-10-21 8:38,2027-10-21 14:49,0,1,2.459020019,135
10214,2027-09-27,Y,20,LIZ,PTP,AZ20271028LIZTPH818,2027-10-28,LIZ,TPH,818,2027-10-28 21:37,2027-10-28 23:24,2027-10-29 1:37,2027-10-29 4:24,0,4,4.853394135,
10214,2027-09-27,Y,20,PTP,LIZ,AZ20271021PTPTPH16212,2027-10-21,PTP,TPH,16212,2027-10-21 12:06,2027-10-21 16:38,2027-10-21 15:06,2027-10-21 21:38,0,4,4.853394135,
10214,2027-09-27,Y,20,PTP,LIZ,AZ20271021TPHLIZ17269,2027-10-21,TPH,LIZ,17269,2027-10-21 19:09,2027-10-21 22:48,2027-10-22 0:09,2027-10-22 2:48,0,4,4.853394135,151
10214,2027-09-27,Y,20,LIZ,PTP,AZ20271028TPHPTP8447,2027-10-28,TPH,PTP,8447,2027-10-29 0:56,2027-10-29 9:37,2027-10-29 5:56,2027-10-29 12:37,0,4,4.853394135,92
10215,2027-07-12,Y,24,EID,QRD,AZ20271020EIDTPH19272,2027-10-20,EID,TPH,19272,2027-10-20 11:08,2027-10-20 12:42,2027-10-20 16:08,2027-10-20 17:42,0,1,4.380660111,
10215,2027-07-12,Y,24,EID,QRD,AZ20271020TPHQRD1370,2027-10-20,TPH,QRD,1370,2027-10-20 15:47,2027-10-20 19:13,2027-10-20 20:47,2027-10-21 0:13,0,1,4.380660111,185
10216,2027-08-09,Y,4,HIP,WCD,AZ20270817HIPTPH12956,2027-08-17,HIP,TPH,12956,2027-08-17 11:21,2027-08-17 12:50,2027-08-17 16:21,2027-08-17 17:50,0,1,7.273754353,
10216,2027-08-09,Y,4,WCD,HIP,AZ20271021TPHHIP18790,2027-10-21,TPH,HIP,18790,2027-10-22 0:52,2027-10-22 2:18,2027-10-22 5:52,2027-10-22 7:18,0,1,7.273754353,484
10216,2027-08-09,Y,4,HIP,WCD,AZ20270817TPHWCD16049,2027-08-17,TPH,WCD,16049,2027-08-17 21:59,2027-08-17 23:17,2027-08-18 2:59,2027-08-18 4:17,0,1,7.273754353,549
10216,2027-08-09,Y,4,WCD,HIP,AZ20271021WCDTPH12331,2027-10-21,WCD,TPH,12331,2027-10-21 15:49,2027-10-21 16:48,2027-10-21 20:49,2027-10-21 21:48,0,1,7.273754353,
10217,2027-10-08,Y,10,BPJ,TZJ,AZ20271020BPJTPH16910,2027-10-20,BPJ,TPH,16910,2027-10-20 7:07,2027-10-20 12:33,2027-10-20 10:07,2027-10-20 17:33,0,1,1.601999998,
10217,2027-10-08,Y,11,TZJ,BPJ,AZ20271027TPHBPJ2145,2027-10-27,TPH,BPJ,2145,2027-10-27 21:54,2027-10-28 7:13,2027-10-28 2:54,2027-10-28 10:13,0,1,1.601999998,91
10217,2027-10-08,Y,10,BPJ,TZJ,AZ20271020TPHTZJ19978,2027-10-20,TPH,TZJ,19978,2027-10-20 14:09,2027-10-20 15:49,2027-10-20 19:09,2027-10-20 20:49,0,1,1.601999998,96
10217,2027-10-08,Y,11,TZJ,BPJ,AZ20271027TZJTPH14894,2027-10-27,TZJ,TPH,14894,2027-10-27 18:33,2027-10-27 20:23,2027-10-27 23:33,2027-10-28 1:23,0,1,1.601999998,
10218,2027-07-05,Y,14,FHY,NWY,AZ20270912FHYTPH19214,2027-09-12,FHY,TPH,19214,2027-09-12 19:19,2027-09-12 20:32,2027-09-12 23:19,2027-09-13 1:32,0,1,3.416924995,
10218,2027-07-05,Y,0,NWY,FHY,AZ20271020NWYTPH12647,2027-10-20,NWY,TPH,12647,2027-10-20 8:43,2027-10-20 12:24,2027-10-20 13:43,2027-10-20 17:24,0,1,3.416924995,
10218,2027-07-05,Y,0,NWY,FHY,AZ20271020TPHFHY5119,2027-10-20,TPH,FHY,5119,2027-10-20 15:34,2027-10-20 18:30,2027-10-20 20:34,2027-10-20 22:30,0,1,3.416924995,190
10218,2027-07-05,Y,14,FHY,NWY,AZ20270912TPHNWY4086,2027-09-12,TPH,NWY,4086,2027-09-12 21:49,2027-09-13 1:34,2027-09-13 2:49,2027-09-13 6:34,0,1,3.416924995,77
10219,2027-10-04,Y,11,NMK,CHC,AZ20271020NMKTPH16390,2027-10-20,NMK,TPH,16390,2027-10-20 13:49,2027-10-20 19:49,2027-10-20 18:49,2027-10-21 0:49,0,1,5.074458413,
10219,2027-10-04,Y,11,NMK,CHC,AZ20271020TPHCHC18415,2027-10-20,TPH,CHC,18415,2027-10-21 4:40,2027-10-21 13:40,2027-10-21 9:40,2027-10-21 16:40,0,1,5.074458413,531
10220,2027-09-11,C,3,TPH,VUY,AZ20271020TPHVUY13778,2027-10-20,TPH,VUY,13778,2027-10-21 0:48,2027-10-21 1:14,2027-10-21 5:48,2027-10-21 7:14,0,1,3.688302501,
10221,2027-10-04,Y,20,TPH,VUY,AZ20271024TPHVUY11871,2027-10-24,TPH,VUY,11871,2027-10-25 3:35,2027-10-25 4:01,2027-10-25 8:35,2027-10-25 10:01,0,1,0.324999988,
10221,2027-10-04,Y,20,VUY,TPH,AZ20271022VUYTPH5659,2027-10-22,VUY,TPH,5659,2027-10-22 12:02,2027-10-22 14:26,2027-10-22 18:02,2027-10-22 19:26,0,1,0.324999988,
10222,2027-10-12,Y,22,QHP,TPH,AZ20271021QHPTPH16478,2027-10-21,QHP,TPH,16478,2027-10-21 19:48,2027-10-21 22:57,2027-10-22 0:48,2027-10-22 3:57,0,2,0.215000004,
10223,2027-10-08,Y,10,RJD,ERW,AZ20271019RJDTPH15301,2027-10-19,RJD,TPH,15301,2027-10-19 20:40,2027-10-19 22:23,2027-10-20 0:40,2027-10-20 3:23,0,3,1.727999985,
10223,2027-10-08,Y,10,RJD,ERW,AZ20271020TPHERW7675,2027-10-20,TPH,ERW,7675,2027-10-20 13:47,2027-10-20 17:16,2027-10-20 18:47,2027-10-20 21:16,0,3,1.727999985,924
10223,2027-10-08,Y,0,TPH,RJD,AZ20271111TPHRJD8543,2027-11-11,TPH,RJD,8543,2027-11-11 15:48,2027-11-11 19:21,2027-11-11 20:48,2027-11-11 23:21,0,3,1.727999985,
10224,2027-07-02,Y,19,QHP,TPH,AZ20271021QHPTPH5747,2027-10-21,QHP,TPH,5747,2027-10-21 11:17,2027-10-21 14:26,2027-10-21 16:17,2027-10-21 19:26,0,1,3.118000001,
10225,2027-07-30,Y,12,GIW,NWY,AZ20270927GIWTPH2307,2027-09-27,GIW,TPH,2307,2027-09-27 21:34,2027-09-28 2:53,2027-09-28 2:34,2027-09-28 7:53,0,1,2.297000051,
10225,2027-07-30,Y,18,NWY,GIW,AZ20271021NWYTPH13488,2027-10-21,NWY,TPH,13488,2027-10-21 22:56,2027-10-22 2:37,2027-10-22 3:56,2027-10-22 7:37,0,1,2.297000051,
10225,2027-07-30,Y,18,NWY,GIW,AZ20271021TPHGIW15865,2027-10-21,TPH,GIW,15865,2027-10-22 4:42,2027-10-22 9:33,2027-10-22 9:42,2027-10-22 14:33,0,1,2.297000051,125
10225,2027-07-30,Y,12,GIW,NWY,AZ20270927TPHNWY7746,2027-09-27,TPH,NWY,7746,2027-09-28 3:35,2027-09-28 7:14,2027-09-28 8:35,2027-09-28 12:14,0,1,2.297000051,42
10226,2027-05-07,Y,11,ERW,EYF,AZ20271020ERWTPH18607,2027-10-20,ERW,TPH,18607,2027-10-20 20:43,2027-10-20 22:21,2027-10-21 0:43,2027-10-21 3:21,0,2,1.147149995,
10226,2027-05-07,Y,22,EYF,ERW,AZ20271011EYFTPH3093,2027-10-11,EYF,TPH,3093,2027-10-11 11:03,2027-10-11 12:31,2027-10-11 16:03,2027-10-11 17:31,0,2,1.147149995,
10226,2027-05-07,Y,22,EYF,ERW,AZ20271011TPHERW7675,2027-10-11,TPH,ERW,7675,2027-10-11 13:47,2027-10-11 17:16,2027-10-11 18:47,2027-10-11 21:16,0,2,1.147149995,76
10226,2027-05-07,Y,11,ERW,EYF,AZ20271020TPHEYF15612,2027-10-20,TPH,EYF,15612,2027-10-21 0:44,2027-10-21 2:05,2027-10-21 5:44,2027-10-21 7:05,0,2,1.147149995,143
10227,2027-09-14,Y,11,QXG,TPH,AZ20270924QXGTPH2972,2027-09-24,QXG,TPH,2972,2027-09-24 19:13,2027-09-24 22:53,2027-09-25 1:13,2027-09-25 3:53,0,1,9.45899933576584e-02,
10227,2027-09-14,Y,11,TPH,QXG,AZ20271021TPHQXG5430,2027-10-21,TPH,QXG,5430,2027-10-22 3:40,2027-10-22 5:08,2027-10-22 8:40,2027-10-22 11:08,0,1,9.45899933576584e-02,
10228,2027-10-12,Y,19,OLT,TZJ,AZ20271022OLTTPH9791,2027-10-22,OLT,TPH,9791,2027-10-22 7:21,2027-10-22 16:45,2027-10-22 15:21,2027-10-22 21:45,0,1,1.280000001,
10228,2027-10-12,Y,19,TZJ,OLT,AZ20271101TPHOLT6046,2027-11-01,TPH,OLT,6046,2027-11-02 0:38,2027-11-02 5:01,2027-11-02 5:38,2027-11-02 13:01,0,1,1.280000001,85
10228,2027-10-12,Y,19,OLT,TZJ,AZ20271022TPHTZJ14583,2027-10-22,TPH,TZJ,14583,2027-10-22 17:58,2027-10-22 19:38,2027-10-22 22:58,2027-10-23 0:38,0,1,1.280000001,73
10228,2027-10-12,Y,19,TZJ,OLT,AZ20271101TZJTPH6737,2027-11-01,TZJ,TPH,6737,2027-11-01 21:23,2027-11-01 23:13,2027-11-02 2:23,2027-11-02 4:13,0,1,1.280000001,
10229,2027-10-04,Y,22,EYF,PGM,AZ20271017EYFTPH8027,2027-10-17,EYF,TPH,8027,2027-10-17 15:41,2027-10-17 17:09,2027-10-17 20:41,2027-10-17 22:09,0,3,2.456937504,
10229,2027-10-04,Y,4,PGM,EYF,AZ20271020PGMTPH18891,2027-10-20,PGM,TPH,18891,2027-10-20 11:10,2027-10-20 14:17,2027-10-20 17:10,2027-10-20 19:17,0,3,2.456937504,
10229,2027-10-04,Y,4,PGM,EYF,AZ20271020TPHEYF898,2027-10-20,TPH,EYF,898,2027-10-20 15:44,2027-10-20 17:05,2027-10-20 20:44,2027-10-20 22:05,0,3,2.456937504,87
10229,2027-10-04,Y,22,EYF,PGM,AZ20271017TPHPGM14097,2027-10-17,TPH,PGM,14097,2027-10-17 17:49,2027-10-17 18:58,2027-10-17 22:49,2027-10-18 0:58,0,3,2.456937504,40
10230,2027-10-08,Y,16,EID,FHY,AZ20271010EIDTPH19272,2027-10-10,EID,TPH,19272,2027-10-10 11:08,2027-10-10 12:42,2027-10-10 16:08,2027-10-10 17:42,0,2,1.46607998,
10230,2027-10-08,Y,22,FHY,EID,AZ20271021FHYTPH19214,2027-10-21,FHY,TPH,19214,2027-10-21 19:31,2027-10-21 20:41,2027-10-21 23:31,2027-10-22 1:41,0,2,1.46607998,
10230,2027-10-08,Y,22,FHY,EID,AZ20271021TPHEID11017,2027-10-21,TPH,EID,11017,2027-10-21 21:39,2027-10-21 23:20,2027-10-22 2:39,2027-10-22 4:20,0,2,1.46607998,58
10230,2027-10-08,Y,16,EID,FHY,AZ20271010TPHFHY5119,2027-10-10,TPH,FHY,5119,2027-10-10 15:34,2027-10-10 18:30,2027-10-10 20:34,2027-10-10 22:30,0,2,1.46607998,172
10231,2027-01-08,Y,19,NWY,OYC,AZ20271020NWYTPH14133,2027-10-20,NWY,TPH,14133,2027-10-20 8:45,2027-10-20 12:26,2027-10-20 13:45,2027-10-20 17:26,0,1,3.416924995,
10231,2027-01-08,Y,19,OYC,NWY,AZ20270918OYCTPH17708,2027-09-18,OYC,TPH,17708,2027-09-18 19:24,2027-09-18 20:46,2027-09-18 23:24,2027-09-19 1:46,0,1,3.416924995,
10231,2027-01-08,Y,19,OYC,NWY,AZ20270918TPHNWY19873,2027-09-18,TPH,NWY,19873,2027-09-19 3:47,2027-09-19 7:26,2027-09-19 8:47,2027-09-19 12:26,0,1,3.416924995,421
