RECLOC,CABIN_CD,COS_CD,OPER_OD_ORIG_CD,OPER_OD_DEST_CD,DEP_KEY,DEP_DT,ORIG_CD,DEST_CD,FLT_NUM,DEP_DTML,ARR_DTML,DEP_DTMZ,ARR_DTMZ,PREV_OD_BROKEN_IND,PAX_CNT,CVM,PREV_CONN_TIME,ALT_DEP_KEY,ALT_CABIN_CD,ALT_OPER_OD_ORIG_CD,ALT_OPER_OD_DEST_CD,ALT_DEP_DT,ALT_ORIG_CD,ALT_DEST_CD,ALT_FLT_NUM,ALT_DEP_DTML,ALT_ARR_DTML,ALT_DEP_DTMZ,ALT_ARR_DTMZ,ALT_CONN_TIME_MINS
11714,Y,18,PSX,TPH,AZ20271020PSXTPH13635,2027-10-20,PSX,TPH,13635,2027-10-20 20:03,2027-10-20 23:05,2027-10-21 2:03,2027-10-21 4:05,0,2,0.165999994,,,,,,,,,,,,,,
11715,Y,0,PGM,WTE,AZ20271022PGMTPH18891,2027-10-22,PGM,TPH,18891,2027-10-22 11:10,2027-10-22 14:17,2027-10-22 17:10,2027-10-22 19:17,0,1,1.24244,,AZ20271023PGMTPH2952,Either,PGM,TPH,2027-10-23,PGM,TPH,2952.0,2027-10-23 20:02,2027-10-23 23:09,2027-10-24 02:02,2027-10-24 04:09,
11716,Y,11,TPH,RHP,AZ20271021TPHRHP12465,2027-10-21,TPH,RHP,12465,2027-10-21 18:25,2027-10-21 21:55,2027-10-21 23:25,2027-10-22 2:55,0,2,3.721928101,,,,,,,,,,,,,,
11717,Y,24,CIA,EYF,AZ20271020TPHEYF5897,2027-10-20,TPH,EYF,5897,2027-10-21 3:46,2027-10-21 5:07,2027-10-21 8:46,2027-10-21 10:07,0,2,7.534319868,327.0,,,,,,,,,,,,,
11718,Y,4,KHR,TPH,AZ20271020KHRTPH1536,2027-10-20,KHR,TPH,1536,2027-10-20 19:55,2027-10-20 23:04,2027-10-21 1:55,2027-10-21 4:04,0,4,0.319999993,,,,,,,,,,,,,,
11719,Y,24,TPH,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,1,0.0,,AZ20271022TPHBPJ14232,Either,TPH,BPJ,2027-10-22,TPH,BPJ,14232.0,2027-10-23 04:44,2027-10-23 14:03,2027-10-23 09:44,2027-10-23 17:03,
11720,Y,18,ALN,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,1,3.016462861,141.0,AZ20271021TPHBPJ14232,Either,TPH,BPJ,2027-10-21,TPH,BPJ,14232.0,2027-10-22 04:44,2027-10-22 14:03,2027-10-22 09:44,2027-10-22 17:03,
11720,Y,18,ALN,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,1,3.016462861,141.0,AZ20271021TPHBPJ2145,Either,TPH,BPJ,2027-10-21,TPH,BPJ,2145.0,2027-10-21 21:54,2027-10-22 07:13,2027-10-22 02:54,2027-10-22 10:13,
11720,Y,18,ALN,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,1,3.016462861,141.0,AZ20271021TPHBPJ9170,Either,TPH,BPJ,2027-10-21,TPH,BPJ,9170.0,2027-10-21 18:55,2027-10-22 04:14,2027-10-21 23:55,2027-10-22 07:14,
11720,Y,18,ALN,BPJ,AZ20271020TPHBPJ14232,2027-10-20,TPH,BPJ,14232,2027-10-21 4:44,2027-10-21 14:03,2027-10-21 9:44,2027-10-21 17:03,0,1,3.016462861,141.0,AZ20271022TPHBPJ2145,Either,TPH,BPJ,2027-10-22,TPH,BPJ,2145.0,2027-10-22 21:54,2027-10-23 07:13,2027-10-23 02:54,2027-10-23 10:13,
11721,C,17,IJA,PSX,AZ20271020TPHPSX826,2027-10-20,TPH,PSX,826,2027-10-20 17:56,2027-10-20 18:59,2027-10-20 22:56,2027-10-21 0:59,0,2,4.821179009,60.0,,,,,,,,,,,,,
11722,Y,18,BPJ,JDP,AZ20271021TPHJDP4203,2027-10-21,TPH,JDP,4203,2027-10-21 14:12,2027-10-21 17:05,2027-10-21 19:12,2027-10-21 23:05,0,5,3.081127551,99.0,,,,,,,,,,,,,
11723,Y,11,TPH,AGQ,AZ20271020TPHAGQ17373,2027-10-20,TPH,AGQ,17373,2027-10-20 18:59,2027-10-20 22:12,2027-10-20 23:59,2027-10-21 3:12,0,1,0.25999999,,,,,,,,,,,,,,
11724,Y,10,NAD,ALN,AZ20271020TPHALN8203,2027-10-20,TPH,ALN,8203,2027-10-20 15:25,2027-10-20 18:22,2027-10-20 20:25,2027-10-21 0:22,0,1,1.624300003,155.0,,,,,,,,,,,,,
11725,Y,11,NAD,QHP,AZ20271021NADTPH19219,2027-10-21,NAD,TPH,19219,2027-10-21 18:34,2027-10-21 20:43,2027-10-21 23:34,2027-10-22 1:43,0,1,1.370000005,,,,,,,,,,,,,,
11726,Y,11,NWY,RJD,AZ20271021NWYTPH12647,2027-10-21,NWY,TPH,12647,2027-10-21 8:43,2027-10-21 12:24,2027-10-21 13:43,2027-10-21 17:24,0,4,3.834529433,,,,,,,,,,,,,,
11727,Y,24,TPH,QHP,AZ20271021TPHQHP15070,2027-10-21,TPH,QHP,15070,2027-10-21 14:13,2027-10-21 17:21,2027-10-21 19:13,2027-10-21 22:21,0,1,0.614600003,,,,,,,,,,,,,,
11728,Y,20,TPH,CEF,AZ20271021TPHCEF8181,2027-10-21,TPH,CEF,8181,2027-10-21 15:46,2027-10-21 17:48,2027-10-21 20:46,2027-10-21 22:48,0,1,5.439918451,,AZ20271022TPHCEF5687,Either,TPH,CEF,2027-10-22,TPH,CEF,5687.0,2027-10-23 04:43,2027-10-23 06:45,2027-10-23 09:43,2027-10-23 11:45,
11728,Y,20,TPH,CEF,AZ20271021TPHCEF8181,2027-10-21,TPH,CEF,8181,2027-10-21 15:46,2027-10-21 17:48,2027-10-21 20:46,2027-10-21 22:48,0,1,5.439918451,,AZ20271023TPHCEF8181,Either,TPH,CEF,2027-10-23,TPH,CEF,8181.0,2027-10-23 15:46,2027-10-23 17:48,2027-10-23 20:46,2027-10-23 22:48,
11729,Y,11,QXG,PSX,AZ20271020TPHPSX826,2027-10-20,TPH,PSX,826,2027-10-20 17:56,2027-10-20 18:59,2027-10-20 22:56,2027-10-21 0:59,0,1,1.444730014,60.0,,,,,,,,,,,,,
11730,Y,11,TPH,GIW,AZ20271021TPHGIW15865,2027-10-21,TPH,GIW,15865,2027-10-22 4:42,2027-10-22 9:33,2027-10-22 9:42,2027-10-22 14:33,0,1,3.831928085,,AZ20271023TPHGIW15865,Either,TPH,GIW,2027-10-23,TPH,GIW,15865.0,2027-10-24 04:42,2027-10-24 09:33,2027-10-24 09:42,2027-10-24 14:33,
11731,Y,16,PTP,JDP,AZ20271020TPHJDP6699,2027-10-20,TPH,JDP,6699,2027-10-20 18:27,2027-10-20 21:20,2027-10-20 23:27,2027-10-21 3:20,0,2,5.913757121,109.0,AZ20271022TPHJDP4203,Either,TPH,JDP,2027-10-22,TPH,JDP,4203.0,2027-10-22 14:12,2027-10-22 17:05,2027-10-22 19:12,2027-10-22 22:05,
11732,Y,11,OLT,TPH,AZ20271020OLTTPH10853,2027-10-20,OLT,TPH,10853,2027-10-21 3:19,2027-10-21 12:43,2027-10-21 11:19,2027-10-21 17:43,0,1,2.294999987,,AZ20271022OLTTPH7116,Either,OLT,TPH,2027-10-22,OLT,TPH,7116.0,2027-10-22 07:10,2027-10-22 16:34,2027-10-22 15:10,2027-10-22 21:34,
11733,Y,18,QXG,TPH,AZ20271021QXGTPH15389,2027-10-21,QXG,TPH,15389,2027-10-21 11:03,2027-10-21 14:28,2027-10-21 17:03,2027-10-21 19:28,0,1,0.493910015,,AZ20271023QXGTPH15389,Either,QXG,TPH,2027-10-23,QXG,TPH,15389.0,2027-10-23 11:03,2027-10-23 14:28,2027-10-23 17:03,2027-10-23 19:28,
11734,Y,11,EYF,CLT,AZ20271022EYFTPH19533,2027-10-22,EYF,TPH,19533,2027-10-22 12:53,2027-10-22 14:21,2027-10-22 17:53,2027-10-22 19:21,0,1,3.402464998,,AZ20271024EYFTPH3093,Either,EYF,TPH,2027-10-24,EYF,TPH,3093.0,2027-10-24 11:03,2027-10-24 12:31,2027-10-24 16:03,2027-10-24 17:31,
11735,Y,10,PSX,JDP,AZ20271020PSXTPH13635,2027-10-20,PSX,TPH,13635,2027-10-20 20:03,2027-10-20 23:05,2027-10-21 2:03,2027-10-21 4:05,0,1,2.057999969,,,,,,,,,,,,,,
11735,Y,10,PSX,JDP,AZ20271020TPHJDP6704,2027-10-20,TPH,JDP,6704,2027-10-21 0:53,2027-10-21 3:43,2027-10-21 5:53,2027-10-21 9:43,0,1,2.057999969,108.0,AZ20271022TPHJDP5924,Either,TPH,JDP,2027-10-22,TPH,JDP,5924.0,2027-10-22 18:44,2027-10-22 21:37,2027-10-22 23:44,2027-10-23 02:37,
11736,Y,0,PGM,WTE,AZ20271022PGMTPH18891,2027-10-22,PGM,TPH,18891,2027-10-22 11:10,2027-10-22 14:17,2027-10-22 17:10,2027-10-22 19:17,0,1,1.24244,,AZ20271023PGMTPH2952,Either,PGM,TPH,2027-10-23,PGM,TPH,2952.0,2027-10-23 20:02,2027-10-23 23:09,2027-10-24 02:02,2027-10-24 04:09,
11737,Y,19,QHP,NAD,AZ20271021TPHNAD10818,2027-10-21,TPH,NAD,10818,2027-10-22 3:37,2027-10-22 5:54,2027-10-22 8:37,2027-10-22 10:54,0,2,1.135000005,57.0,AZ20271023TPHNAD18287,Either,TPH,NAD,2027-10-23,TPH,NAD,18287.0,2027-10-23 17:47,2027-10-23 20:04,2027-10-23 22:47,2027-10-24 01:04,
11738,Y,4,OLT,TZJ,AZ20271021TPHTZJ14583,2027-10-21,TPH,TZJ,14583,2027-10-21 17:58,2027-10-21 19:38,2027-10-21 22:58,2027-10-22 0:38,0,1,3.57870501,73.0,AZ20271023TPHTZJ3518,Either,TPH,TZJ,2027-10-23,TPH,TZJ,3518.0,2027-10-23 15:35,2027-10-23 17:15,2027-10-23 20:35,2027-10-23 22:15,
11739,Y,0,LIZ,JDP,AZ20271020TPHJDP6704,2027-10-20,TPH,JDP,6704,2027-10-21 0:53,2027-10-21 3:43,2027-10-21 5:53,2027-10-21 9:43,0,1,1.467000008,287.0,AZ20271022TPHJDP6704,Either,TPH,JDP,2027-10-22,TPH,JDP,6704.0,2027-10-23 00:53,2027-10-23 03:43,2027-10-23 05:53,2027-10-23 08:43,
11740,Y,11,HHO,NAD,AZ20271021TPHNAD10818,2027-10-21,TPH,NAD,10818,2027-10-22 3:37,2027-10-22 5:54,2027-10-22 8:37,2027-10-22 10:54,0,1,1.214000002,85.0,AZ20271023TPHNAD10818,Either,TPH,NAD,2027-10-23,TPH,NAD,10818.0,2027-10-24 03:37,2027-10-24 05:54,2027-10-24 08:37,2027-10-24 10:54,
11741,Y,20,RBR,TPH,AZ20271021RBRTPH7756,2027-10-21,RBR,TPH,7756,2027-10-21 20:18,2027-10-21 22:58,2027-10-22 2:18,2027-10-22 3:58,0,2,3.833000004,,,,,,,,,,,,,,
11742,Y,22,TPH,EID,AZ20271021TPHEID12343,2027-10-21,TPH,EID,12343,2027-10-22 3:59,2027-10-22 5:40,2027-10-22 8:59,2027-10-22 10:40,0,1,0.046509999781847,,AZ20271023TPHEID11017,Either,TPH,EID,2027-10-23,TPH,EID,11017.0,2027-10-23 21:39,2027-10-23 23:20,2027-10-24 02:39,2027-10-24 04:20,
11743,C,25,EYF,TPH,AZ20271021EYFTPH7127,2027-10-21,EYF,TPH,7127,2027-10-21 18:37,2027-10-21 20:05,2027-10-21 23:37,2027-10-22 1:05,0,1,6.410402219,,AZ20271023EYFTPH7127,Either,EYF,TPH,2027-10-23,EYF,TPH,7127.0,2027-10-23 18:37,2027-10-23 20:05,2027-10-23 23:37,2027-10-24 01:05,
11744,Y,10,AGQ,IPF,AZ20271020AGQTPH6260,2027-10-20,AGQ,TPH,6260,2027-10-20 23:27,2027-10-21 2:35,2027-10-21 4:27,2027-10-21 7:35,0,2,4.870888274,,,,,,,,,,,,,,
11745,Y,0,CEF,TPH,AZ20271021CEFTPH15360,2027-10-21,CEF,TPH,15360,2027-10-21 12:32,2027-10-21 14:27,2027-10-21 17:32,2027-10-21 19:27,0,3,2.339925003,,,,,,,,,,,,,,
11746,Y,12,RZD,TZJ,AZ20271021RZDTPH1265,2027-10-21,RZD,TPH,1265,2027-10-21 12:49,2027-10-21 16:54,2027-10-21 15:49,2027-10-21 21:54,0,2,1.847800016,,,,,,,,,,,,,,
11747,C,8,GCH,LIZ,AZ20271021GCHTPH9724,2027-10-21,GCH,TPH,9724,2027-10-21 9:58,2027-10-21 12:22,2027-10-21 13:58,2027-10-21 17:22,0,1,3.820178962,,AZ20271022GCHTPH9724,Either,GCH,TPH,2027-10-22,GCH,TPH,9724.0,2027-10-22 09:58,2027-10-22 12:22,2027-10-22 13:58,2027-10-22 17:22,
11747,C,8,GCH,LIZ,AZ20271021GCHTPH9724,2027-10-21,GCH,TPH,9724,2027-10-21 9:58,2027-10-21 12:22,2027-10-21 13:58,2027-10-21 17:22,0,1,3.820178962,,AZ20271023GCHTPH9724,Either,GCH,TPH,2027-10-23,GCH,TPH,9724.0,2027-10-23 09:58,2027-10-23 12:22,2027-10-23 13:58,2027-10-23 17:22,
11748,Y,22,NMK,VUY,AZ20271021NMKTPH18830,2027-10-21,NMK,TPH,18830,2027-10-21 20:45,2027-10-22 2:45,2027-10-22 1:45,2027-10-22 7:45,0,1,1.194000006,,AZ20271023NMKTPH18830,Either,NMK,TPH,2027-10-23,NMK,TPH,18830.0,2027-10-23 20:45,2027-10-24 02:45,2027-10-24 01:45,2027-10-24 07:45,
11748,Y,22,NMK,VUY,AZ20271021TPHVUY11871,2027-10-21,TPH,VUY,11871,2027-10-22 3:35,2027-10-22 4:01,2027-10-22 8:35,2027-10-22 10:01,0,1,1.194000006,50.0,AZ20271023TPHVUY10006,Either,TPH,VUY,2027-10-23,TPH,VUY,10006.0,2027-10-24 01:09,2027-10-24 01:35,2027-10-24 06:09,2027-10-24 07:35,
11749,Y,0,IJA,FHY,AZ20271020TPHFHY5119,2027-10-20,TPH,FHY,5119,2027-10-20 15:34,2027-10-20 18:30,2027-10-20 20:34,2027-10-20 22:30,0,1,1.146630004,76.0,AZ20271022TPHFHY5119,Either,TPH,FHY,2027-10-22,TPH,FHY,5119.0,2027-10-22 15:34,2027-10-22 18:30,2027-10-22 20:34,2027-10-22 22:30,
11750,Y,21,LIZ,CHC,AZ20271020TPHCHC18415,2027-10-20,TPH,CHC,18415,2027-10-21 4:40,2027-10-21 13:40,2027-10-21 9:40,2027-10-21 16:40,0,2,5.901478402,188.0,,,,,,,,,,,,,
11751,Y,19,TPH,NAD,AZ20271020TPHNAD18287,2027-10-20,TPH,NAD,18287,2027-10-20 17:47,2027-10-20 20:04,2027-10-20 22:47,2027-10-21 1:04,0,2,0.128000006,,AZ20271022TPHNAD18287,Either,TPH,NAD,2027-10-22,TPH,NAD,18287.0,2027-10-22 17:47,2027-10-22 20:04,2027-10-22 22:47,2027-10-23 01:04,
11752,Y,18,TZJ,MHI,AZ20271021TZJTPH6737,2027-10-21,TZJ,TPH,6737,2027-10-21 21:23,2027-10-21 23:13,2027-10-22 2:23,2027-10-22 4:13,0,1,1.472350001,,,,,,,,,,,,,,
11753,Y,19,IDK,TZJ,AZ20271021TPHTZJ14583,2027-10-21,TPH,TZJ,14583,2027-10-21 17:58,2027-10-21 19:38,2027-10-21 22:58,2027-10-22 0:38,0,1,3.479925004,101.0,AZ20271022TPHTZJ14583,Either,TPH,TZJ,2027-10-22,TPH,TZJ,14583.0,2027-10-22 17:58,2027-10-22 19:38,2027-10-22 22:58,2027-10-23 00:38,
11754,Y,11,TPH,QHP,AZ20271021TPHQHP15070,2027-10-21,TPH,QHP,15070,2027-10-21 14:13,2027-10-21 17:21,2027-10-21 19:13,2027-10-21 22:21,0,1,0.344999999,,,,,,,,,,,,,,
11755,Y,0,TZJ,ZFM,AZ20271021TZJTPH6737,2027-10-21,TZJ,TPH,6737,2027-10-21 21:23,2027-10-21 23:13,2027-10-22 2:23,2027-10-22 4:13,0,1,4.451962007,,AZ20271021TZJTPH11611,Either,TZJ,TPH,2027-10-21,TZJ,TPH,11611.0,2027-10-22 00:21,2027-10-22 02:11,2027-10-22 05:21,2027-10-22 07:11,
11756,Y,10,VUY,XBY,AZ20271021VUYTPH11209,2027-10-21,VUY,TPH,11209,2027-10-21 10:20,2027-10-21 12:44,2027-10-21 16:20,2027-10-21 17:44,0,1,1.537729979,,AZ20271022VUYQXG10006,Either,VUY,QXG,2027-10-22,VUY,QXG,10006.0,2027-10-23 02:33,2027-10-23 04:18,2027-10-23 08:33,2027-10-23 10:18,
11756,Y,10,VUY,XBY,AZ20271021VUYTPH11209,2027-10-21,VUY,TPH,11209,2027-10-21 10:20,2027-10-21 12:44,2027-10-21 16:20,2027-10-21 17:44,0,1,1.537729979,,AZ20271023QXGTPH15389,Either,QXG,TPH,2027-10-23,QXG,TPH,15389.0,2027-10-23 11:03,2027-10-23 14:28,2027-10-23 17:03,2027-10-23 19:28,105.0
11757,Y,4,FHY,EID,AZ20271021FHYTPH19214,2027-10-21,FHY,TPH,19214,2027-10-21 19:31,2027-10-21 20:41,2027-10-21 23:31,2027-10-22 1:41,0,1,2.389037516,,AZ20271021FHYTPH10835,Either,FHY,TPH,2027-10-21,FHY,TPH,10835.0,2027-10-21 21:56,2027-10-21 23:06,2027-10-22 01:56,2027-10-22 04:06,
11757,Y,4,FHY,EID,AZ20271021FHYTPH19214,2027-10-21,FHY,TPH,19214,2027-10-21 19:31,2027-10-21 20:41,2027-10-21 23:31,2027-10-22 1:41,0,1,2.389037516,,AZ20271022FHYTPH10835,Either,FHY,TPH,2027-10-22,FHY,TPH,10835.0,2027-10-22 21:56,2027-10-22 23:06,2027-10-23 01:56,2027-10-23 04:06,
11757,Y,4,FHY,EID,AZ20271021FHYTPH19214,2027-10-21,FHY,TPH,19214,2027-10-21 19:31,2027-10-21 20:41,2027-10-21 23:31,2027-10-22 1:41,0,1,2.389037516,,AZ20271022FHYTPH19214,Either,FHY,TPH,2027-10-22,FHY,TPH,19214.0,2027-10-22 19:31,2027-10-22 20:41,2027-10-22 23:31,2027-10-23 01:41,
11757,Y,4,FHY,EID,AZ20271021FHYTPH19214,2027-10-21,FHY,TPH,19214,2027-10-21 19:31,2027-10-21 20:41,2027-10-21 23:31,2027-10-22 1:41,0,1,2.389037516,,AZ20271023FHYTPH19214,Either,FHY,TPH,2027-10-23,FHY,TPH,19214.0,2027-10-23 19:31,2027-10-23 20:41,2027-10-23 23:31,2027-10-24 01:41,
11758,Y,22,OLT,CEF,AZ20271020OLTTPH10853,2027-10-20,OLT,TPH,10853,2027-10-21 3:19,2027-10-21 12:43,2027-10-21 11:19,2027-10-21 17:43,0,1,1.31400001,,AZ20271022OLTTPH13233,Either,OLT,TPH,2027-10-22,OLT,TPH,13233.0,2027-10-22 17:28,2027-10-23 02:48,2027-10-23 01:28,2027-10-23 07:48,
11758,Y,22,OLT,CEF,AZ20271021TPHCEF8181,2027-10-21,TPH,CEF,8181,2027-10-21 15:46,2027-10-21 17:48,2027-10-21 20:46,2027-10-21 22:48,0,1,1.31400001,183.0,AZ20271023TPHCEF8181,Either,TPH,CEF,2027-10-23,TPH,CEF,8181.0,2027-10-23 15:46,2027-10-23 17:48,2027-10-23 20:46,2027-10-23 22:48,
11759,Y,11,TPH,QHP,AZ20271021TPHQHP15070,2027-10-21,TPH,QHP,15070,2027-10-21 14:13,2027-10-21 17:21,2027-10-21 19:13,2027-10-21 22:21,0,1,5.344999999,,AZ20271022TPHQHP16158,Either,TPH,QHP,2027-10-22,TPH,QHP,16158.0,2027-10-23 03:38,2027-10-23 06:46,2027-10-23 08:38,2027-10-23 11:46,
11760,Y,1,NWY,PSX,AZ20271021NWYTPH13488,2027-10-21,NWY,TPH,13488,2027-10-21 22:56,2027-10-22 2:37,2027-10-22 3:56,2027-10-22 7:37,0,1,6.05626285,,AZ20271023NWYTPH13488,Either,NWY,TPH,2027-10-23,NWY,TPH,13488.0,2027-10-23 22:56,2027-10-24 02:37,2027-10-24 03:56,2027-10-24 07:37,
11761,Y,11,TPH,QXG,AZ20271021TPHQXG5430,2027-10-21,TPH,QXG,5430,2027-10-22 3:40,2027-10-22 5:08,2027-10-22 8:40,2027-10-22 11:08,0,1,0.151999995,,AZ20271022TPHQXG5430,Either,TPH,QXG,2027-10-22,TPH,QXG,5430.0,2027-10-23 03:40,2027-10-23 05:08,2027-10-23 08:40,2027-10-23 11:08,
11762,Y,22,XBY,EID,AZ20271020TPHEID11017,2027-10-20,TPH,EID,11017,2027-10-20 21:39,2027-10-20 23:20,2027-10-21 2:39,2027-10-21 4:20,0,1,1.634079993,44.0,AZ20271022TPHEID11017,Either,TPH,EID,2027-10-22,TPH,EID,11017.0,2027-10-22 21:39,2027-10-22 23:20,2027-10-23 02:39,2027-10-23 04:20,
11763,Y,4,QHP,TPH,AZ20271020QHPTPH16478,2027-10-20,QHP,TPH,16478,2027-10-20 19:48,2027-10-20 22:57,2027-10-21 0:48,2027-10-21 3:57,0,2,6.649453363,,,,,,,,,,,,,,
11764,Y,19,ALN,EID,AZ20271021TPHEID19483,2027-10-21,TPH,EID,19483,2027-10-21 15:38,2027-10-21 17:19,2027-10-21 20:38,2027-10-21 22:19,0,5,1.195030004,173.0,,,,,,,,,,,,,
11765,Y,11,TPH,NAD,AZ20271020TPHNAD18287,2027-10-20,TPH,NAD,18287,2027-10-20 17:47,2027-10-20 20:04,2027-10-20 22:47,2027-10-21 1:04,0,1,0.194000006,,AZ20271021TPHNAD18287,Either,TPH,NAD,2027-10-21,TPH,NAD,18287.0,2027-10-21 17:47,2027-10-21 20:04,2027-10-21 22:47,2027-10-22 01:04,
11766,Y,24,TPH,QHP,AZ20271021TPHQHP16158,2027-10-21,TPH,QHP,16158,2027-10-22 3:38,2027-10-22 6:46,2027-10-22 8:38,2027-10-22 11:46,0,1,4.320928108,,AZ20271023TPHQHP13600,Either,TPH,QHP,2027-10-23,TPH,QHP,13600.0,2027-10-24 00:33,2027-10-24 03:41,2027-10-24 05:33,2027-10-24 08:41,
11767,Y,10,TPH,RBR,AZ20271021TPHRBR5443,2027-10-21,TPH,RBR,5443,2027-10-21 18:33,2027-10-21 19:23,2027-10-21 23:33,2027-10-22 1:23,0,1,2.600000024,,AZ20271022TPHRBR5443,Either,TPH,RBR,2027-10-22,TPH,RBR,5443.0,2027-10-22 18:33,2027-10-22 19:23,2027-10-22 23:33,2027-10-23 01:23,
11768,Y,20,NWY,TPH,AZ20271020NWYTPH11552,2027-10-20,NWY,TPH,11552,2027-10-20 19:57,2027-10-20 23:38,2027-10-21 0:57,2027-10-21 4:38,0,1,0.460999995,,,,,,,,,,,,,,
11769,Y,4,FHY,ECZ,AZ20271020FHYTPH19214,2027-10-20,FHY,TPH,19214,2027-10-20 19:31,2027-10-20 20:41,2027-10-20 23:31,2027-10-21 1:41,0,1,1.222000003,,AZ20271020FHYTPH10835,Either,FHY,TPH,2027-10-20,FHY,TPH,10835.0,2027-10-20 21:56,2027-10-20 23:06,2027-10-21 01:56,2027-10-21 04:06,
11770,Y,0,TPH,ERW,AZ20271020TPHERW7675,2027-10-20,TPH,ERW,7675,2027-10-20 13:47,2027-10-20 17:16,2027-10-20 18:47,2027-10-20 21:16,0,2,2.268000007,,,,,,,,,,,,,,
11771,Y,10,TZJ,ZRR,AZ20271021TZJTPH6737,2027-10-21,TZJ,TPH,6737,2027-10-21 21:23,2027-10-21 23:13,2027-10-22 2:23,2027-10-22 4:13,0,1,4.263850028,,AZ20271022TZJTPH13898,Either,TZJ,TPH,2027-10-22,TZJ,TPH,13898.0,2027-10-22 17:40,2027-10-22 19:30,2027-10-22 22:40,2027-10-23 00:30,
11772,Y,4,TZJ,OSW,AZ20271021TZJTPH2996,2027-10-21,TZJ,TPH,2996,2027-10-21 10:54,2027-10-21 12:44,2027-10-21 15:54,2027-10-21 17:44,0,2,1.172999993,,,,,,,,,,,,,,
11772,Y,4,TZJ,OSW,AZ20271021TPHOSW2173,2027-10-21,TPH,OSW,2173,2027-10-21 13:48,2027-10-21 16:28,2027-10-21 18:48,2027-10-21 21:28,0,2,1.172999993,64.0,,,,,,,,,,,,,
11773,Y,10,NMK,VUY,AZ20271021NMKTPH18830,2027-10-21,NMK,TPH,18830,2027-10-21 20:45,2027-10-22 2:45,2027-10-22 1:45,2027-10-22 7:45,0,1,1.49000001,,AZ20271023NMKTPH18830,Either,NMK,TPH,2027-10-23,NMK,TPH,18830.0,2027-10-23 20:45,2027-10-24 02:45,2027-10-24 01:45,2027-10-24 07:45,
11773,Y,10,NMK,VUY,AZ20271021TPHVUY11871,2027-10-21,TPH,VUY,11871,2027-10-22 3:35,2027-10-22 4:01,2027-10-22 8:35,2027-10-22 10:01,0,1,1.49000001,50.0,AZ20271023TPHVUY13778,Either,TPH,VUY,2027-10-23,TPH,VUY,13778.0,2027-10-24 00:48,2027-10-24 01:14,2027-10-24 05:48,2027-10-24 07:14,
11774,Y,0,IJA,QXG,AZ20271022IJATPH19852,2027-10-22,IJA,TPH,19852,2027-10-22 12:57,2027-10-22 14:18,2027-10-22 17:57,2027-10-22 19:18,0,7,3.279925001,,,,,,,,,,,,,,
11775,Y,4,FHY,ECZ,AZ20271020FHYTPH19214,2027-10-20,FHY,TPH,19214,2027-10-20 19:31,2027-10-20 20:41,2027-10-20 23:31,2027-10-21 1:41,0,1,1.246999994,,AZ20271020FHYTPH10835,Either,FHY,TPH,2027-10-20,FHY,TPH,10835.0,2027-10-20 21:56,2027-10-20 23:06,2027-10-21 01:56,2027-10-21 04:06,
11775,Y,4,FHY,ECZ,AZ20271020FHYTPH19214,2027-10-20,FHY,TPH,19214,2027-10-20 19:31,2027-10-20 20:41,2027-10-20 23:31,2027-10-21 1:41,0,1,1.246999994,,AZ20271022FHYTPH19214,Either,FHY,TPH,2027-10-22,FHY,TPH,19214.0,2027-10-22 19:31,2027-10-22 20:41,2027-10-22 23:31,2027-10-23 01:41,
11776,Y,19,NAD,ERW,AZ20271021NADTPH19219,2027-10-21,NAD,TPH,19219,2027-10-21 18:34,2027-10-21 20:43,2027-10-21 23:34,2027-10-22 1:43,0,1,2.183462842,,,,,,,,,,,,,,
11777,Y,22,OYC,PTP,AZ20271021TPHPTP10725,2027-10-21,TPH,PTP,10725,2027-10-21 21:55,2027-10-22 6:36,2027-10-22 2:55,2027-10-22 9:36,0,1,5.085394128,71.0,AZ20271022TPHPTP10725,Either,TPH,PTP,2027-10-22,TPH,PTP,10725.0,2027-10-22 21:55,2027-10-23 06:36,2027-10-23 02:55,2027-10-23 09:36,
11777,Y,22,OYC,PTP,AZ20271021TPHPTP10725,2027-10-21,TPH,PTP,10725,2027-10-21 21:55,2027-10-22 6:36,2027-10-22 2:55,2027-10-22 9:36,0,1,5.085394128,71.0,AZ20271022TPHPTP8447,Either,TPH,PTP,2027-10-22,TPH,PTP,8447.0,2027-10-23 00:56,2027-10-23 09:37,2027-10-23 05:56,2027-10-23 12:37,
