RECLOC,ORIG_CD,DEST_CD,DEP_KEY,FLT_NUM,DEP_DTMZ,ARR_DTMZ,PAX_CNT,NEW_DEPKEY,NEW_DEP_DTMZ,NEW_ARR_DTMZ,DELAY
918,TPH,RHP,AZ20271020TPHRHP16724,16724,2027-10-21 05:42:00,2027-10-21 09:12:00,1,AZ20271022TPHRHP16724,2027-10-23 05:42:00,2027-10-23 09:12:00,2 days 00:00:00
9190,TPH,NWY,AZ20271021TPHNWY7746,7746,2027-10-22 08:55:00,2027-10-22 12:32:00,1,AZ20271024TPHNWY8238,2027-10-25 06:00:00,2027-10-25 09:42:00,2 days 21:10:00
9192,EYF,TPH,AZ20271020EYFTPH7127,7127,2027-10-20 23:37:00,2027-10-21 01:05:00,1,AZ20271023EYFTPH14730,2027-10-23 20:53:00,2027-10-23 22:21:00,2 days 21:16:00
9196,TPH,KHR,AZ20271020TPHKHR19705,19705,2027-10-20 22:40:00,2027-10-21 00:55:00,1,AZ20271021TPHKHR19705,2027-10-21 22:40:00,2027-10-22 00:55:00,1 days 00:00:00
9197,TPH,JDP,AZ20271020TPHJDP6704,6704,2027-10-21 05:53:00,2027-10-21 09:43:00,1,AZ20271023TPHJDP12048,2027-10-23 18:56:00,2027-10-23 21:49:00,2 days 12:06:00
9198,TPH,JDP,AZ20271020TPHJDP6704,6704,2027-10-21 05:53:00,2027-10-21 09:43:00,1,AZ20271023TPHJDP5924,2027-10-23 23:44:00,2027-10-24 02:37:00,2 days 16:54:00
9199,OSW,TPH,AZ20271021OSWTPH11969,11969,2027-10-21 16:30:00,2027-10-21 19:14:00,1,AZ20271022OSWTPH19197,2027-10-22 22:41:00,2027-10-23 01:25:00,1 days 06:11:00
9199,TPH,CEF,AZ20271021TPHCEF8181,8181,2027-10-21 20:46:00,2027-10-21 22:48:00,1,AZ20271023TPHCEF8181,2027-10-23 20:46:00,2027-10-23 22:48:00,2 days 00:00:00
919,TPH,NAD,AZ20271020TPHNAD18287,18287,2027-10-20 22:47:00,2027-10-21 01:04:00,1,AZ20271022TPHNAD8686,2027-10-23 05:31:00,2027-10-23 07:48:00,2 days 06:44:00
91,TPH,VUY,AZ20271020TPHVUY14711,14711,2027-10-21 02:44:00,2027-10-21 04:10:00,4,AZ20271023TPHVUY14711,2027-10-24 02:44:00,2027-10-24 04:10:00,3 days 00:00:00
9200,EYF,TPH,AZ20271021EYFTPH7127,7127,2027-10-21 23:37:00,2027-10-22 01:05:00,1,AZ20271023EYFTPH14730,2027-10-23 20:53:00,2027-10-23 22:21:00,1 days 21:16:00
9201,VUY,TPH,AZ20271020VUYTPH16041,16041,2027-10-21 02:25:00,2027-10-21 03:49:00,1,AZ20271022VUYTPH8894,2027-10-23 00:08:00,2027-10-23 01:32:00,1 days 21:43:00
9203,QHP,TPH,AZ20271021QHPTPH16478,16478,2027-10-22 00:48:00,2027-10-22 03:57:00,1,AZ20271023QHPTPH11312,2027-10-23 22:40:00,2027-10-24 01:49:00,1 days 21:52:00
9204,TPH,EBG,AZ20271021TPHEBG4711,4711,2027-10-22 05:50:00,2027-10-22 08:10:00,1,AZ20271023TPHEBG5086,2027-10-24 09:49:00,2027-10-24 12:09:00,2 days 03:59:00
9208,TPH,EID,AZ20271021TPHEID12343,12343,2027-10-22 08:59:00,2027-10-22 10:40:00,1,AZ20271024TPHEID787,2027-10-24 23:01:00,2027-10-25 00:42:00,2 days 14:02:00
9209,TPH,CHC,AZ20271020TPHCHC18415,18415,2027-10-21 09:40:00,2027-10-21 16:40:00,2,AZ20271022TPHCHC18415,2027-10-23 09:40:00,2027-10-23 16:40:00,2 days 00:00:00
9211,VUY,TPH,AZ20271022VUYTPH5659,5659,2027-10-22 18:02:00,2027-10-22 19:26:00,1,AZ20271023VUYTPH8894,2027-10-24 00:08:00,2027-10-24 01:32:00,1 days 06:06:00
9212,JDP,TPH,AZ20271022JDPTPH15178,15178,2027-10-22 17:39:00,2027-10-22 19:20:00,1,AZ20271022JDPTPH8350,2027-10-23 03:40:00,2027-10-23 06:23:00,0 days 11:03:00
9213,TPH,HHO,AZ20271021TPHHHO8010,8010,2027-10-22 08:51:00,2027-10-22 14:04:00,1,AZ20271024TPHHHO9792,2027-10-25 05:30:00,2027-10-25 10:48:00,2 days 20:44:00
9217,OSW,TPH,AZ20271021OSWTPH11969,11969,2027-10-21 16:30:00,2027-10-21 19:14:00,1,AZ20271023OSWTPH11969,2027-10-23 16:30:00,2027-10-23 19:14:00,2 days 00:00:00
9218,TPH,NAD,AZ20271021TPHNAD10818,10818,2027-10-22 08:37:00,2027-10-22 10:54:00,3,AZ20271022TPHNAD5528,2027-10-23 02:32:00,2027-10-23 04:49:00,0 days 17:55:00
9219,TPH,QXG,AZ20271021TPHQXG5430,5430,2027-10-22 08:40:00,2027-10-22 11:08:00,1,AZ20271024TPHQXG14385,2027-10-24 18:40:00,2027-10-24 21:08:00,2 days 10:00:00
9220,QHP,TPH,AZ20271020QHPTPH16478,16478,2027-10-21 00:48:00,2027-10-21 03:57:00,1,AZ20271023QHPTPH19553,2027-10-24 00:16:00,2027-10-24 03:25:00,2 days 23:28:00
9228,JDP,TPH,AZ20271021JDPTPH16414,16414,2027-10-21 20:10:00,2027-10-21 21:51:00,4,AZ20271023JDPTPH15178,2027-10-23 16:39:00,2027-10-23 19:20:00,1 days 21:29:00
922,RHP,TPH,AZ20271021RHPTPH851,851,2027-10-22 04:12:00,2027-10-22 07:40:00,1,AZ20271023RHPTPH7947,2027-10-23 18:21:00,2027-10-23 21:49:00,1 days 14:09:00
9230,TPH,JDP,AZ20271021TPHJDP11398,11398,2027-10-22 08:41:00,2027-10-22 12:31:00,2,AZ20271023TPHJDP4203,2027-10-23 19:12:00,2027-10-23 22:05:00,1 days 09:34:00
9231,TPH,HIP,AZ20271021TPHHIP18790,18790,2027-10-22 05:52:00,2027-10-22 07:18:00,1,AZ20271022TPHHIP18790,2027-10-23 05:52:00,2027-10-23 07:18:00,1 days 00:00:00
9232,HHO,TPH,AZ20271022HHOTPH19626,19626,2027-10-22 19:27:00,2027-10-23 01:01:00,2,AZ20271022HHOTPH3384,2027-10-23 01:38:00,2027-10-23 07:12:00,0 days 06:11:00
9235,TPH,NAD,AZ20271021TPHNAD10818,10818,2027-10-22 08:37:00,2027-10-22 10:54:00,1,AZ20271023TPHNAD12819,2027-10-23 20:22:00,2027-10-23 22:39:00,1 days 11:45:00
9242,KHR,TPH,AZ20271020KHRTPH1536,1536,2027-10-21 01:55:00,2027-10-21 04:04:00,1,AZ20271022KHRTPH1536,2027-10-23 01:55:00,2027-10-23 04:04:00,2 days 00:00:00
9247,TPH,HIP,AZ20271021TPHHIP18790,18790,2027-10-22 05:52:00,2027-10-22 07:18:00,1,AZ20271023TPHHIP18790,2027-10-24 05:52:00,2027-10-24 07:18:00,2 days 00:00:00
924,OSW,TPH,AZ20271021OSWTPH19197,19197,2027-10-21 22:41:00,2027-10-22 01:25:00,1,AZ20271023OSWTPH11969,2027-10-23 16:30:00,2027-10-23 19:14:00,1 days 17:49:00
9251,EID,TPH,AZ20271021EIDTPH2049,2049,2027-10-21 23:14:00,2027-10-22 00:48:00,3,AZ20271024EIDTPH14320,2027-10-24 20:12:00,2027-10-24 21:46:00,2 days 20:58:00
9254,TPH,OSW,AZ20271021TPHOSW2173,2173,2027-10-21 18:48:00,2027-10-21 21:28:00,1,AZ20271024TPHOSW2173,2027-10-24 18:48:00,2027-10-24 21:28:00,3 days 00:00:00
9256,TPH,OLT,AZ20271021TPHOLT17144,17144,2027-10-21 23:07:00,2027-10-22 06:19:00,1,AZ20271023TPHOLT5535,2027-10-24 06:08:00,2027-10-24 13:31:00,2 days 07:12:00
925,VUY,TPH,AZ20271020VUYTPH2927,2927,2027-10-21 05:08:00,2027-10-21 06:32:00,1,AZ20271022VUYTPH8894,2027-10-23 00:08:00,2027-10-23 01:32:00,1 days 19:00:00
9262,TPH,KHL,AZ20271020TPHKHL2510,2510,2027-10-21 02:26:00,2027-10-21 09:28:00,4,AZ20271022TPHKHL1856,2027-10-23 08:45:00,2027-10-23 15:47:00,2 days 06:19:00
9265,TPH,CEF,AZ20271020TPHCEF8181,8181,2027-10-20 20:46:00,2027-10-20 22:48:00,1,AZ20271021TPHCEF5474,2027-10-22 02:48:00,2027-10-22 04:50:00,1 days 06:02:00
9266,TPH,NWY,AZ20271021TPHNWY10061,10061,2027-10-21 23:19:00,2027-10-22 02:56:00,2,AZ20271024TPHNWY16107,2027-10-24 20:24:00,2027-10-25 00:01:00,2 days 21:05:00
9269,TPH,NAD,AZ20271021TPHNAD10818,10818,2027-10-22 08:37:00,2027-10-22 10:54:00,1,AZ20271022TPHNAD10818,2027-10-23 08:37:00,2027-10-23 10:54:00,1 days 00:00:00
926,JDP,TPH,AZ20271022JDPTPH15178,15178,2027-10-22 17:39:00,2027-10-22 19:20:00,1,AZ20271022JDPTPH16414,2027-10-22 19:10:00,2027-10-22 21:51:00,0 days 02:31:00
9270,TPH,TZJ,AZ20271021TPHTZJ10148,10148,2027-10-22 08:43:00,2027-10-22 10:23:00,2,AZ20271024TPHTZJ13368,2027-10-25 05:34:00,2027-10-25 07:14:00,2 days 20:51:00
9271,ERW,TPH,AZ20271020ERWTPH11666,11666,2027-10-20 22:27:00,2027-10-21 01:04:00,1,AZ20271023ERWTPH11666,2027-10-23 22:27:00,2027-10-24 01:04:00,3 days 00:00:00
9274,TPH,NWY,AZ20271021TPHNWY10061,10061,2027-10-21 23:19:00,2027-10-22 02:56:00,1,AZ20271024TPHNWY10061,2027-10-24 23:19:00,2027-10-25 02:56:00,3 days 00:00:00
9276,ERW,TPH,AZ20271020ERWTPH11666,11666,2027-10-20 22:27:00,2027-10-21 01:04:00,1,AZ20271021ERWTPH11666,2027-10-21 22:27:00,2027-10-22 01:04:00,1 days 00:00:00
9277,TPH,PSX,AZ20271020TPHPSX826,826,2027-10-20 22:56:00,2027-10-21 00:59:00,1,AZ20271022TPHPSX826,2027-10-22 22:56:00,2027-10-23 00:59:00,2 days 00:00:00
9278,TPH,VUY,AZ20271021TPHVUY17637,17637,2027-10-21 20:33:00,2027-10-21 21:59:00,1,AZ20271024TPHVUY19976,2027-10-24 18:36:00,2027-10-24 20:02:00,2 days 22:03:00
927,TPH,QXG,AZ20271021TPHQXG5430,5430,2027-10-22 08:40:00,2027-10-22 11:08:00,1,AZ20271022TPHQXG5430,2027-10-23 08:40:00,2027-10-23 11:08:00,1 days 00:00:00
927,NMK,TPH,AZ20271021NMKTPH18830,18830,2027-10-22 01:45:00,2027-10-22 07:45:00,1,AZ20271023NMKTPH18830,2027-10-24 01:45:00,2027-10-24 07:45:00,2 days 00:00:00
9281,TPH,CEF,AZ20271020TPHCEF1499,1499,2027-10-21 05:48:00,2027-10-21 07:50:00,2,AZ20271022TPHCEF1499,2027-10-23 05:48:00,2027-10-23 07:50:00,2 days 00:00:00
9283,TPH,EBG,AZ20271021TPHEBG4711,4711,2027-10-22 05:50:00,2027-10-22 08:10:00,1,AZ20271024TPHEBG4711,2027-10-25 05:50:00,2027-10-25 08:10:00,3 days 00:00:00
9286,QHP,TPH,AZ20271022QHPTPH11312,11312,2027-10-22 22:40:00,2027-10-23 01:49:00,1,AZ20271023QHPTPH19553,2027-10-24 00:16:00,2027-10-24 03:25:00,1 days 01:36:00
9287,TPH,CEF,AZ20271021TPHCEF5687,5687,2027-10-22 09:43:00,2027-10-22 11:45:00,2,AZ20271024TPHCEF8181,2027-10-24 20:46:00,2027-10-24 22:48:00,2 days 11:03:00
928,IJA,TPH,AZ20271020IJATPH18620,18620,2027-10-21 02:07:00,2027-10-21 03:28:00,1,AZ20271023IJATPH19852,2027-10-23 17:57:00,2027-10-23 19:18:00,2 days 15:50:00
9290,PGM,TPH,AZ20271021PGMTPH18891,18891,2027-10-21 17:10:00,2027-10-21 19:17:00,1,AZ20271023PGMTPH18891,2027-10-23 17:10:00,2027-10-23 19:17:00,2 days 00:00:00
9291,TPH,IJA,AZ20271020TPHIJA13612,13612,2027-10-20 23:16:00,2027-10-21 00:30:00,1,AZ20271022TPHIJA2812,2027-10-22 18:41:00,2027-10-22 19:55:00,1 days 19:25:00
9294,VUY,TPH,AZ20271021VUYTPH18329,18329,2027-10-21 23:16:00,2027-10-22 00:40:00,2,AZ20271022VUYTPH4376,2027-10-23 06:26:00,2027-10-23 07:50:00,1 days 07:10:00
9295,RHP,TPH,AZ20271021RHPTPH12951,12951,2027-10-21 21:53:00,2027-10-22 01:21:00,2,AZ20271023RHPTPH3571,2027-10-24 00:57:00,2027-10-24 04:25:00,2 days 03:04:00
9296,TPH,ALN,AZ20271021TPHALN3819,3819,2027-10-22 06:16:00,2027-10-22 10:13:00,1,AZ20271023TPHALN3819,2027-10-24 06:16:00,2027-10-24 10:13:00,2 days 00:00:00
9297,TPH,QXG,AZ20271020TPHQXG9080,9080,2027-10-21 05:47:00,2027-10-21 08:15:00,1,AZ20271021TPHQXG9080,2027-10-22 05:47:00,2027-10-22 08:15:00,1 days 00:00:00
929,EID,TPH,AZ20271022EIDTPH14320,14320,2027-10-22 20:12:00,2027-10-22 21:46:00,4,AZ20271025EIDTPH14320,2027-10-25 20:12:00,2027-10-25 21:46:00,3 days 00:00:00
9301,TPH,IJA,AZ20271021TPHIJA11985,11985,2027-10-22 08:41:00,2027-10-22 09:55:00,1,AZ20271024TPHIJA11417,2027-10-24 18:26:00,2027-10-24 19:40:00,2 days 09:45:00
9302,TPH,CEF,AZ20271020TPHCEF8181,8181,2027-10-20 20:46:00,2027-10-20 22:48:00,1,AZ20271020TPHCEF5687,2027-10-21 09:43:00,2027-10-21 11:45:00,0 days 12:57:00
9308,TZJ,TPH,AZ20271020TZJTPH13898,13898,2027-10-20 22:40:00,2027-10-21 00:30:00,3,AZ20271021TZJTPH14894,2027-10-21 23:33:00,2027-10-22 01:23:00,1 days 00:53:00
930,TPH,IJA,AZ20271020TPHIJA13612,13612,2027-10-20 23:16:00,2027-10-21 00:30:00,1,AZ20271023TPHIJA11417,2027-10-23 18:26:00,2027-10-23 19:40:00,2 days 19:10:00
9311,TPH,JDP,AZ20271021TPHJDP4203,4203,2027-10-21 19:12:00,2027-10-21 23:05:00,2,AZ20271023TPHJDP6699,2027-10-23 23:27:00,2027-10-24 02:20:00,2 days 03:15:00
9317,TPH,IJA,AZ20271021TPHIJA11985,11985,2027-10-22 08:41:00,2027-10-22 09:55:00,1,AZ20271024TPHIJA11417,2027-10-24 18:26:00,2027-10-24 19:40:00,2 days 09:45:00
9321,TPH,IJA,AZ20271020TPHIJA13612,13612,2027-10-20 23:16:00,2027-10-21 00:30:00,1,AZ20271021TPHIJA11417,2027-10-21 18:26:00,2027-10-21 19:40:00,0 days 19:10:00
9326,QXG,TPH,AZ20271022QXGTPH2732,2732,2027-10-22 19:31:00,2027-10-22 21:56:00,1,AZ20271023QXGTPH15389,2027-10-23 17:03:00,2027-10-23 19:28:00,0 days 21:32:00
932,OSW,TPH,AZ20271021OSWTPH19197,19197,2027-10-21 22:41:00,2027-10-22 01:25:00,1,AZ20271023OSWTPH14001,2027-10-23 18:35:00,2027-10-23 21:19:00,1 days 19:54:00
9332,TPH,CEF,AZ20271020TPHCEF8181,8181,2027-10-20 20:46:00,2027-10-20 22:48:00,1,AZ20271020TPHCEF5687,2027-10-21 09:43:00,2027-10-21 11:45:00,0 days 12:57:00
9336,PJY,TPH,AZ20271020PJYTPH2165,2165,2027-10-21 02:13:00,2027-10-21 04:40:00,1,AZ20271023PJYTPH2165,2027-10-24 02:13:00,2027-10-24 04:40:00,3 days 00:00:00
9338,TZJ,TPH,AZ20271020TZJTPH14894,14894,2027-10-20 23:33:00,2027-10-21 01:23:00,1,AZ20271023TZJTPH14894,2027-10-23 23:33:00,2027-10-24 01:23:00,3 days 00:00:00
9343,TZJ,TPH,AZ20271022TZJTPH10249,10249,2027-10-22 20:05:00,2027-10-22 21:55:00,1,AZ20271024TZJTPH10249,2027-10-24 20:05:00,2027-10-24 21:55:00,2 days 00:00:00
9346,KHR,TPH,AZ20271020KHRTPH1536,1536,2027-10-21 01:55:00,2027-10-21 04:04:00,1,AZ20271022KHRTPH1536,2027-10-23 01:55:00,2027-10-23 04:04:00,2 days 00:00:00
9348,TPH,JDP,AZ20271020TPHJDP6704,6704,2027-10-21 05:53:00,2027-10-21 09:43:00,3,AZ20271023TPHJDP4203,2027-10-23 19:12:00,2027-10-23 22:05:00,2 days 12:22:00
9354,RHP,TPH,AZ20271021RHPTPH12951,12951,2027-10-21 21:53:00,2027-10-22 01:21:00,1,AZ20271022RHPTPH851,2027-10-23 04:12:00,2027-10-23 07:40:00,1 days 06:19:00
9354,TPH,KHL,AZ20271021TPHKHL15796,15796,2027-10-22 02:47:00,2027-10-22 09:49:00,1,AZ20271023TPHKHL2510,2027-10-24 02:26:00,2027-10-24 09:28:00,1 days 23:39:00
9357,TPH,JDP,AZ20271020TPHJDP6704,6704,2027-10-21 05:53:00,2027-10-21 09:43:00,1,AZ20271023TPHJDP6699,2027-10-23 23:27:00,2027-10-24 02:20:00,2 days 16:37:00
9359,BPJ,TPH,AZ20271021BPJTPH3818,3818,2027-10-21 20:26:00,2027-10-22 03:52:00,1,AZ20271022BPJTPH3490,2027-10-22 13:50:00,2027-10-22 21:16:00,0 days 17:24:00
9359,TPH,ALN,AZ20271021TPHALN3819,3819,2027-10-22 06:16:00,2027-10-22 10:13:00,1,AZ20271023TPHALN6524,2027-10-24 08:40:00,2027-10-24 12:37:00,2 days 02:24:00
935,TPH,EYF,AZ20271021TPHEYF5897,5897,2027-10-22 08:46:00,2027-10-22 10:07:00,2,AZ20271024TPHEYF5897,2027-10-25 08:46:00,2027-10-25 10:07:00,3 days 00:00:00
9360,TPH,ERW,AZ20271021TPHERW12992,12992,2027-10-21 20:53:00,2027-10-21 23:22:00,1,AZ20271021TPHERW5969,2027-10-22 05:37:00,2027-10-22 08:06:00,0 days 08:44:00
9365,TPH,AGQ,AZ20271020TPHAGQ17373,17373,2027-10-20 23:59:00,2027-10-21 03:12:00,1,AZ20271023TPHAGQ17373,2027-10-23 23:59:00,2027-10-24 03:12:00,3 days 00:00:00
9367,OSW,TPH,AZ20271022OSWTPH11969,11969,2027-10-22 16:30:00,2027-10-22 19:14:00,1,AZ20271024OSWTPH11969,2027-10-24 16:30:00,2027-10-24 19:14:00,2 days 00:00:00
936,OSW,TPH,AZ20271021OSWTPH19197,19197,2027-10-21 22:41:00,2027-10-22 01:25:00,1,AZ20271023OSWTPH19197,2027-10-23 22:41:00,2027-10-24 01:25:00,2 days 00:00:00
9370,TPH,SIQ,AZ20271020TPHSIQ10809,10809,2027-10-21 05:59:00,2027-10-21 08:47:00,3,AZ20271023TPHSIQ10809,2027-10-24 05:59:00,2027-10-24 08:47:00,3 days 00:00:00
9371,TPH,ERW,AZ20271021TPHERW12992,12992,2027-10-21 20:53:00,2027-10-21 23:22:00,1,AZ20271022TPHERW7675,2027-10-22 18:47:00,2027-10-22 21:16:00,0 days 21:54:00
9373,HHO,TPH,AZ20271022HHOTPH19626,19626,2027-10-22 19:27:00,2027-10-23 01:01:00,2,AZ20271023HHOTPH11262,2027-10-23 12:31:00,2027-10-23 17:59:00,0 days 16:58:00
9374,TPH,PSX,AZ20271020TPHPSX826,826,2027-10-20 22:56:00,2027-10-21 00:59:00,1,AZ20271023TPHPSX826,2027-10-23 22:56:00,2027-10-24 00:59:00,3 days 00:00:00
9377,TPH,NAD,AZ20271021TPHNAD10818,10818,2027-10-22 08:37:00,2027-10-22 10:54:00,1,AZ20271023TPHNAD5528,2027-10-24 02:32:00,2027-10-24 04:49:00,1 days 17:55:00
9378,TPH,OSW,AZ20271021TPHOSW17806,17806,2027-10-22 09:02:00,2027-10-22 11:42:00,2,AZ20271024TPHOSW17806,2027-10-25 09:02:00,2027-10-25 11:42:00,3 days 00:00:00
9378,NWY,TPH,AZ20271021NWYTPH13488,13488,2027-10-22 03:56:00,2027-10-22 07:37:00,2,AZ20271024NWYTPH3857,2027-10-24 17:59:00,2027-10-24 21:40:00,2 days 14:03:00
9379,TPH,EID,AZ20271020TPHEID11017,11017,2027-10-21 02:39:00,2027-10-21 04:20:00,1,AZ20271022TPHEID11017,2027-10-23 02:39:00,2027-10-23 04:20:00,2 days 00:00:00
9380,TPH,VUY,AZ20271020TPHVUY14711,14711,2027-10-21 02:44:00,2027-10-21 04:10:00,1,AZ20271022TPHVUY2154,2027-10-22 18:44:00,2027-10-22 20:10:00,1 days 16:00:00
9381,TPH,ALN,AZ20271021TPHALN3819,3819,2027-10-22 06:16:00,2027-10-22 10:13:00,1,AZ20271023TPHALN3819,2027-10-24 06:16:00,2027-10-24 10:13:00,2 days 00:00:00
9382,EYF,TPH,AZ20271021EYFTPH7127,7127,2027-10-21 23:37:00,2027-10-22 01:05:00,2,AZ20271023EYFTPH17051,2027-10-24 05:08:00,2027-10-24 06:36:00,2 days 05:31:00
9385,TPH,ERW,AZ20271021TPHERW6703,6703,2027-10-22 08:47:00,2027-10-22 11:16:00,5,AZ20271023TPHERW5969,2027-10-24 05:37:00,2027-10-24 08:06:00,1 days 20:50:00
9386,TPH,QHP,AZ20271021TPHQHP16158,16158,2027-10-22 08:38:00,2027-10-22 11:46:00,2,AZ20271024TPHQHP13600,2027-10-25 05:33:00,2027-10-25 08:41:00,2 days 20:55:00
9388,ERW,TPH,AZ20271021ERWTPH18607,18607,2027-10-22 00:43:00,2027-10-22 03:21:00,1,AZ20271024ERWTPH11457,2027-10-24 16:35:00,2027-10-24 19:17:00,2 days 15:56:00
9389,TPH,NAD,AZ20271021TPHNAD10818,10818,2027-10-22 08:37:00,2027-10-22 10:54:00,1,AZ20271023TPHNAD5528,2027-10-24 02:32:00,2027-10-24 04:49:00,1 days 17:55:00
938,OSW,TPH,AZ20271021OSWTPH19197,19197,2027-10-21 22:41:00,2027-10-22 01:25:00,1,AZ20271023OSWTPH14001,2027-10-23 18:35:00,2027-10-23 21:19:00,1 days 19:54:00
9390,CEF,TPH,AZ20271022CEFTPH9629,9629,2027-10-22 14:24:00,2027-10-22 16:19:00,1,AZ20271023CEFTPH115,2027-10-24 05:49:00,2027-10-24 07:44:00,1 days 15:25:00
9391,QXG,TPH,AZ20271022QXGTPH2732,2732,2027-10-22 19:31:00,2027-10-22 21:56:00,1,AZ20271022QXGTPH2972,2027-10-23 00:59:00,2027-10-23 03:24:00,0 days 05:28:00
9393,TPH,QXG,AZ20271021TPHQXG5430,5430,2027-10-22 08:40:00,2027-10-22 11:08:00,4,AZ20271024TPHQXG7185,2027-10-24 20:43:00,2027-10-24 23:11:00,2 days 12:03:00
9395,TPH,OSW,AZ20271020TPHOSW17806,17806,2027-10-21 09:02:00,2027-10-21 11:42:00,1,AZ20271022TPHOSW17806,2027-10-23 09:02:00,2027-10-23 11:42:00,2 days 00:00:00
9396,TPH,VUY,AZ20271021TPHVUY11871,11871,2027-10-22 08:35:00,2027-10-22 10:01:00,1,AZ20271023TPHVUY14711,2027-10-24 02:44:00,2027-10-24 04:10:00,1 days 18:09:00
9402,TPH,VUY,AZ20271021TPHVUY17637,17637,2027-10-21 20:33:00,2027-10-21 21:59:00,4,AZ20271024TPHVUY17637,2027-10-24 20:33:00,2027-10-24 21:59:00,3 days 00:00:00
9404,TPH,TZJ,AZ20271021TPHTZJ10148,10148,2027-10-22 08:43:00,2027-10-22 10:23:00,1,AZ20271024TPHTZJ10148,2027-10-25 08:43:00,2027-10-25 10:23:00,3 days 00:00:00
9406,TPH,IJA,AZ20271020TPHIJA13612,13612,2027-10-20 23:16:00,2027-10-21 00:30:00,1,AZ20271020TPHIJA11985,2027-10-21 08:41:00,2027-10-21 09:55:00,0 days 09:25:00
9408,HIP,TPH,AZ20271022HIPTPH12956,12956,2027-10-22 16:21:00,2027-10-22 17:48:00,2,AZ20271025HIPTPH12956,2027-10-25 16:21:00,2027-10-25 17:48:00,3 days 00:00:00
940,TPH,PSX,AZ20271020TPHPSX826,826,2027-10-20 22:56:00,2027-10-21 00:59:00,1,AZ20271022TPHPSX6156,2027-10-23 09:46:00,2027-10-23 11:49:00,2 days 10:50:00
9410,QRD,TPH,AZ20271020QRDTPH8166,8166,2027-10-21 03:53:00,2027-10-21 07:15:00,1,AZ20271023QRDTPH8166,2027-10-24 03:53:00,2027-10-24 07:15:00,3 days 00:00:00
9412,TPH,PSX,AZ20271020TPHPSX826,826,2027-10-20 22:56:00,2027-10-21 00:59:00,1,AZ20271022TPHPSX6156,2027-10-23 09:46:00,2027-10-23 11:49:00,2 days 10:50:00
9413,TPH,EYF,AZ20271021TPHEYF8525,8525,2027-10-21 23:57:00,2027-10-22 01:18:00,1,AZ20271024TPHEYF898,2027-10-24 20:44:00,2027-10-24 22:05:00,2 days 20:47:00
9415,QHP,TPH,AZ20271022QHPTPH11312,11312,2027-10-22 22:40:00,2027-10-23 01:49:00,1,AZ20271023QHPTPH10318,2027-10-24 03:30:00,2027-10-24 06:39:00,1 days 04:50:00
9418,JDP,TPH,AZ20271020JDPTPH8350,8350,2027-10-21 04:40:00,2027-10-21 06:23:00,2,AZ20271022JDPTPH17463,2027-10-22 22:28:00,2027-10-23 01:09:00,1 days 18:46:00
9419,VUY,TPH,AZ20271020VUYTPH16041,16041,2027-10-21 02:25:00,2027-10-21 03:49:00,1,AZ20271023VUYTPH8894,2027-10-24 00:08:00,2027-10-24 01:32:00,2 days 21:43:00
941,OSW,TPH,AZ20271021OSWTPH19197,19197,2027-10-21 22:41:00,2027-10-22 01:25:00,1,AZ20271023OSWTPH11969,2027-10-23 16:30:00,2027-10-23 19:14:00,1 days 17:49:00
9427,HIP,TPH,AZ20271022HIPTPH12956,12956,2027-10-22 16:21:00,2027-10-22 17:48:00,1,AZ20271024HIPTPH12956,2027-10-24 16:21:00,2027-10-24 17:48:00,2 days 00:00:00
942,QHP,TPH,AZ20271021QHPTPH5747,5747,2027-10-21 16:17:00,2027-10-21 19:26:00,2,AZ20271023QHPTPH10318,2027-10-24 03:30:00,2027-10-24 06:39:00,2 days 11:13:00
9439,VUY,TPH,AZ20271021VUYTPH11209,11209,2027-10-21 16:20:00,2027-10-21 17:44:00,1,AZ20271022VUYTPH8894,2027-10-23 00:08:00,2027-10-23 01:32:00,1 days 07:48:00
943,OSW,TPH,AZ20271021OSWTPH19197,19197,2027-10-21 22:41:00,2027-10-22 01:25:00,1,AZ20271024OSWTPH11969,2027-10-24 16:30:00,2027-10-24 19:14:00,2 days 17:49:00
9440,TPH,RBR,AZ20271021TPHRBR5443,5443,2027-10-21 23:33:00,2027-10-22 01:23:00,1,AZ20271022TPHRBR5443,2027-10-22 23:33:00,2027-10-23 01:23:00,1 days 00:00:00
9440,OLT,TPH,AZ20271020OLTTPH10853,10853,2027-10-21 11:19:00,2027-10-21 17:43:00,1,AZ20271023OLTTPH7116,2027-10-23 15:10:00,2027-10-23 21:34:00,2 days 03:51:00
9441,TPH,ALN,AZ20271021TPHALN3819,3819,2027-10-22 06:16:00,2027-10-22 10:13:00,2,AZ20271024TPHALN9593,2027-10-24 22:56:00,2027-10-25 02:43:00,2 days 16:30:00
9445,TPH,ECZ,AZ20271020TPHECZ8227,8227,2027-10-21 08:52:00,2027-10-21 10:09:00,2,AZ20271022TPHECZ3064,2027-10-23 02:52:00,2027-10-23 04:09:00,1 days 18:00:00
9447,TPH,ZFM,AZ20271021TPHZFM15916,15916,2027-10-21 22:57:00,2027-10-22 05:32:00,1,AZ20271023TPHZFM10362,2027-10-24 02:34:00,2027-10-24 09:09:00,2 days 03:37:00
9448,TPH,CEF,AZ20271021TPHCEF8181,8181,2027-10-21 20:46:00,2027-10-21 22:48:00,1,AZ20271023TPHCEF8181,2027-10-23 20:46:00,2027-10-23 22:48:00,2 days 00:00:00
